OTU	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	realm	phylum	class	order	family	genus	species
ZOTU589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	13	6	5	7	18	10	0	0	193	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_9	 uncultured_bacterium
ZOTU1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	47	0	0	0	0	62	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	11	9	10	17	10	8	0	0	67	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 uncultured_bacterium
ZOTU1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	38	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Dialister	 
ZOTU320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	10	6	7	4	11	5	0	0	270	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 Family_XIII_UCG-001	 uncultured_bacterium
ZOTU810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	21	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 uncultured	 
ZOTU679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	2	2	2	1	3	27	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Eubacterium]_ventriosum_group	 uncultured_bacterium
ZOTU498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	8	3	5	2	5	1	0	0	593	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus_1	 uncultured_bacterium
ZOTU952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	4	3	5	3	0	0	48	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 	 
ZOTU964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	35	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Coprobacter	 
ZOTU655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_5	 
ZOTU854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	10	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-010	 uncultured_bacterium
ZOTU966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	77	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidales_S24-7_group	 uncultured_bacterium	 uncultured_bacterium
ZOTU889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	2	3	2	1	0	0	0	7	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 	 
ZOTU723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_NK4A136_group	 
ZOTU700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 [Eubacterium]_coprostanoligenes_group	 
ZOTU893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	1	0	0	17	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_NK4A214_group	 
ZOTU330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	49	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 uncultured_bacterium
ZOTU1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	0	0	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	21	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 [Eubacterium]_brachy_group	 uncultured_bacterium
ZOTU883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Bacteria	 Tenericutes	 Mollicutes	 Anaeroplasmatales	 	 	 
