OTU	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	realm	phylum	class	order	family	genus	species
ZOTU1241	3	2	0	0	1	1	1	0	0	0	3	3	8	3	10	2	1	3	0	0	0	0	1	0	0	0	1	27	39	24	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU329	13	28	19	9	24	22	3	5	4	8	8	11	52	35	72	10	19	16	0	0	0	1	0	1	0	1	2	196	154	57	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1337	6	0	113	59	0	0	0	0	0	39	99	29	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU135	3	8	3	2	14	11	3	5	4	0	6	6	21	9	27	3	2	2	92	62	129	349	122	179	179	246	265	28	28	1320	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
ZOTU1221	8	34	31	19	14	18	2	2	5	28	79	26	50	39	78	50	62	71	0	0	0	0	1	1	0	3	2	455	565	70	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1201	1	1	0	0	5	5	0	1	1	0	0	2	6	3	7	0	0	2	0	0	2	1	0	0	0	0	1	6	2	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 uncultured_bacterium
ZOTU1260	5	1	2	0	0	2	20	2	8	2	1	1	7	1	1	1	5	4	0	0	0	1	0	0	0	0	0	1	2	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU632	1	3	3	0	2	5	0	0	0	0	2	0	3	5	6	3	0	1	0	0	0	0	0	0	0	0	0	8	6	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_Clostridiales_bacterium
ZOTU918	3	0	36	20	1	0	0	0	0	19	77	40	1	1	0	41	65	142	2	1	0	0	0	0	0	0	0	3	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU453	10	35	10	3	53	39	11	11	4	11	6	7	57	35	70	10	19	7	3	1	3	1	1	2	2	2	2	114	90	44	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 uncultured	 
ZOTU1334	2	10	3	1	19	16	6	2	3	1	2	1	19	12	20	1	3	5	6	5	12	35	20	22	15	13	13	9	7	70	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 
ZOTU848	2	3	0	0	4	2	0	0	0	0	2	0	5	2	7	2	5	0	0	0	0	0	0	0	0	0	0	23	13	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus_1	 
ZOTU280	3	1	0	3	3	2	0	1	1	0	1	4	14	6	20	1	0	1	0	0	0	0	0	0	0	0	0	18	33	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 Family_XIII_AD3011_group	 uncultured_bacterium
ZOTU128	3	5	0	0	4	1	0	2	0	3	0	3	9	10	9	2	5	1	0	0	0	0	0	0	0	0	0	2	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_NK4A214_group	 uncultured_bacterium
ZOTU702	1	0	0	1	0	1	0	0	0	0	1	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	7	5	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 uncultured_bacterium
ZOTU777	2	3	1	1	3	2	0	0	0	0	3	0	5	8	10	1	0	3	0	0	0	0	0	0	0	0	0	7	7	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]_torques_group	 
ZOTU493	5	7	1	1	17	11	3	4	5	2	4	5	27	11	23	1	1	5	3	2	1	9	4	3	8	3	2	21	18	41	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU76	6	31	9	4	36	23	6	1	2	8	16	15	104	50	86	12	15	11	0	0	2	4	0	4	6	1	0	185	162	13	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU523	8	27	4	4	39	23	4	7	8	6	12	6	38	15	51	8	11	7	0	0	1	8	2	2	6	0	1	43	40	16	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU1075	3	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	2	2	1	0	7	6	0	2	3	2	1	0	20	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU1497	2	0	0	0	0	0	6	21	16	0	0	0	0	0	0	0	0	0	19	2	88	0	0	0	41	295	197	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 	 
ZOTU461	3	17	3	1	19	15	3	5	1	6	1	1	39	16	23	2	4	5	0	1	2	2	3	3	1	4	4	21	27	11	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU882	12	21	18	6	7	1	0	0	0	16	37	12	27	12	21	55	28	134	0	0	1	2	1	0	0	0	0	87	78	125	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU803	3	1	0	0	1	3	0	0	0	0	1	2	5	2	2	0	1	0	1	0	0	0	0	0	0	3	0	9	3	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU527	10	17	4	5	15	13	3	2	5	3	7	11	38	16	50	4	4	4	0	0	0	0	0	0	2	0	0	49	38	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_UCG-008	 uncultured_bacterium
ZOTU1131	2	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	1	3	0	0	0	0	0	0	0	0	0	1	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 
ZOTU1444	21	16	75	39	8	8	0	2	1	67	156	59	18	19	21	157	158	315	0	0	0	0	1	0	0	0	0	60	74	27	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1248	2	5	1	2	1	1	3	2	4	2	2	2	6	5	0	3	3	1	0	0	0	0	0	0	1	0	0	10	17	4	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU933	1	0	0	1	0	4	0	0	0	0	1	1	3	2	3	0	2	1	0	0	0	1	1	1	0	1	0	0	3	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU554	7	13	7	4	10	11	3	1	4	9	30	22	23	14	51	34	28	53	7	3	7	28	25	24	29	12	10	69	46	116	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1199	5	87	0	1	116	80	0	1	1	0	0	0	147	90	94	0	0	3	0	0	0	3	6	2	0	0	0	2	2	1	Bacteria	 Firmicutes	 Clostridia	 	 	 	 
ZOTU360	3	6	2	1	16	18	1	2	7	0	1	2	19	5	17	0	1	3	0	0	0	0	0	0	2	0	0	14	8	6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU1483	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	8	5	3	0	0	0	0	0	61	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus	 
ZOTU1055	3	1	2	3	3	2	2	0	2	1	1	7	1	6	2	1	2	2	0	0	0	1	0	0	0	0	0	5	4	0	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU707	7	6	6	2	11	2	15	13	15	0	2	2	15	6	11	5	3	4	0	0	0	0	0	0	0	1	0	12	17	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU820	4	5	0	0	9	1	1	2	0	0	1	0	12	7	6	2	2	1	0	0	0	0	0	0	0	0	0	1	2	0	Bacteria	 Tenericutes	 Mollicutes	 Mollicutes_RF9	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium
ZOTU1142	2	1	1	0	6	2	0	0	0	2	1	0	8	4	10	1	1	0	1	0	0	2	0	0	0	0	0	4	6	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU1505	4	3	3	1	2	6	1	1	1	1	0	1	5	3	3	0	0	0	0	0	0	2	1	3	4	1	0	2	2	1	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 
ZOTU912	1	1	0	0	0	2	1	0	1	0	0	0	1	1	2	1	0	0	0	1	0	1	1	1	0	0	0	0	0	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU458	3	17	10	3	27	20	0	0	1	2	5	7	66	30	46	3	7	1	0	0	0	0	0	0	0	0	0	67	65	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 uncultured	 uncultured_bacterium
ZOTU1204	4	2	3	11	2	0	3	0	3	12	7	10	5	4	5	10	9	28	0	0	0	0	0	0	0	0	0	9	6	10	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 uncultured_organism
ZOTU979	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 [Clostridium]_innocuum_group	 
ZOTU720	1	1	0	0	1	1	0	0	1	3	1	1	4	3	2	0	1	0	0	1	0	0	0	0	0	1	0	5	2	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 	 
ZOTU324	9	12	30	29	25	16	3	5	4	20	30	35	38	16	16	32	36	39	5	2	4	16	14	9	11	7	6	182	185	292	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU568	1	4	1	0	4	2	0	0	2	0	0	1	14	3	11	0	4	2	0	0	1	0	0	1	0	0	1	14	3	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU1022	4	9	6	5	6	9	6	7	8	2	2	3	13	8	14	0	1	1	0	0	0	0	0	0	0	0	0	7	13	0	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Acidaminococcaceae	 Phascolarctobacterium	 uncultured_bacterium
ZOTU609	5	0	0	0	1	0	5	7	7	1	0	1	1	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	3	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
ZOTU504	4	6	2	4	16	7	0	1	5	2	2	2	26	9	36	5	7	5	0	0	0	0	0	0	0	0	1	48	34	9	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales_vadinBB60_group	 	 
ZOTU911	1	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 	 
ZOTU1290	3	90	5	7	51	29	1	1	1	1	8	5	148	53	55	6	8	7	0	0	1	2	0	0	0	0	0	23	28	12	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU616	1	5	5	1	8	6	1	4	5	0	1	1	18	10	17	1	4	3	0	2	1	1	3	3	8	1	3	16	16	22	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerofilum	 uncultured_bacterium
ZOTU422	1	2	3	0	0	0	2	2	3	1	2	1	1	0	1	0	0	3	89	1	106	68	27	32	323	88	98	1	1	360	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU544	2	6	7	2	21	17	4	6	4	3	5	1	31	10	22	1	6	4	3	2	3	12	4	8	9	6	3	16	13	27	Bacteria	 Saccharibacteria	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium
ZOTU431	3	0	3	1	1	3	26	48	6	2	1	2	5	3	4	1	3	0	0	0	0	0	0	0	0	0	0	22	17	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Eubacterium]_fissicatena_group	 
ZOTU206	5	14	6	4	7	6	15	9	13	5	4	10	17	11	22	8	14	22	0	0	1	0	0	0	4	0	0	5	10	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU181	2	2	14	11	17	13	1	0	0	21	5	16	16	4	5	8	7	24	0	0	0	2	0	0	1	0	0	65	43	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU645	3	13	2	3	20	18	2	6	6	3	4	5	23	5	24	9	2	4	0	0	0	0	0	0	0	0	0	19	17	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-010	 uncultured_bacterium
ZOTU45	6	4	12	5	11	9	0	3	2	9	26	45	8	12	27	15	18	22	0	0	1	2	0	1	3	0	0	41	53	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Blautia	 
ZOTU1135	2	4	0	1	6	11	3	1	4	0	1	1	7	4	4	2	1	2	0	0	0	0	0	1	0	0	0	3	6	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 
ZOTU385	3	9	1	0	5	4	0	2	1	0	1	0	22	24	9	4	1	3	0	0	0	1	0	0	0	0	0	10	11	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-013	 uncultured_bacterium
ZOTU67	4	0	0	1	4	2	5	0	1	1	3	7	4	0	3	2	0	2	0	1	0	0	0	0	0	0	0	2	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 
ZOTU685	5	8	1	2	5	15	0	0	1	4	1	17	13	5	12	3	1	3	0	0	0	0	0	1	0	1	0	11	8	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1464	2	2	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	12	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU1460	2	29	0	0	9	12	2	2	3	0	1	0	36	16	47	2	0	6	0	0	0	0	0	0	0	0	0	41	38	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
ZOTU1276	1	3	0	0	6	2	0	0	0	0	2	0	5	5	1	0	0	3	0	0	0	0	0	0	0	1	0	23	27	21	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU745	1	4	1	0	3	2	0	2	0	1	0	0	2	2	4	0	1	1	0	2	2	1	4	0	6	1	4	5	10	9	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1207	4	0	1	1	1	0	50	1	4	1	0	0	2	0	0	0	0	2	0	0	1	1	0	0	1	2	0	1	2	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1340	4	0	1	0	4	2	0	0	0	1	1	2	10	3	8	0	2	2	0	1	0	3	9	5	1	1	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU327	2	6	7	3	23	17	0	0	0	8	3	21	27	10	22	5	2	6	0	0	0	0	0	1	2	1	1	230	231	12	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Roseburia	 
ZOTU1271	3	0	0	0	0	0	2	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Sellimonas	 
ZOTU1030	1	5	0	2	4	2	1	0	0	1	0	0	6	0	8	1	1	1	0	0	0	0	0	0	0	0	0	12	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 uncultured_bacterium
ZOTU648	1	1	0	1	0	1	0	2	0	4	0	2	4	1	6	2	2	2	0	0	1	0	0	0	1	0	1	4	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 
ZOTU572	1	5	4	2	9	12	2	3	5	2	1	1	15	8	23	2	1	3	2	2	3	8	4	4	5	4	6	7	9	12	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_organism
ZOTU737	1	5	1	0	4	2	0	1	1	1	0	3	6	3	2	0	0	2	1	3	0	1	0	0	1	0	1	0	0	0	Bacteria	 Proteobacteria	 	 	 	 	 
ZOTU649	1	4	0	1	12	7	0	1	0	1	1	0	10	0	13	1	1	0	0	0	0	0	0	1	0	0	0	28	11	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU1080	1	66	1	1	86	48	0	0	0	0	2	0	89	56	41	1	1	3	0	0	2	6	10	2	4	20	5	3	1	21	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU555	2	0	0	0	2	1	3	0	6	0	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Candidatus_Soleaferrea	 
ZOTU715	3	2	2	3	10	6	2	2	6	2	1	3	14	7	17	0	6	5	1	0	0	0	1	1	0	2	0	19	15	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-013	 uncultured_bacterium
ZOTU1056	1	19	0	1	51	19	0	5	0	1	2	1	24	23	43	0	0	2	1	18	9	2	3	0	32	5	5	0	4	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 
ZOTU755	1	1	0	0	1	1	1	0	2	0	0	0	7	0	1	0	0	0	0	0	1	2	0	0	6	0	0	0	0	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 [Eubacterium]_coprostanoligenes_group	 uncultured_bacterium
ZOTU635	2	2	4	0	8	7	1	7	2	3	4	2	16	5	21	4	2	4	0	1	0	8	6	1	5	3	3	25	23	26	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU794	2	7	0	0	17	7	1	1	0	0	1	2	13	5	20	2	3	2	2	1	0	3	2	2	1	2	0	8	6	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU1414	2	34	7	3	17	20	1	0	1	4	9	9	45	28	52	7	10	11	0	0	0	1	2	1	1	2	0	148	169	37	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU875	1	4	0	1	3	4	0	0	0	0	0	2	9	2	8	1	3	4	0	0	0	0	0	0	0	0	0	8	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 uncultured_bacterium
ZOTU1159	1	0	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	Bacteria	 Proteobacteria	 	 	 	 	 
ZOTU570	3	1	1	0	11	2	0	2	2	1	0	1	4	1	11	1	1	5	0	0	2	1	1	0	0	0	1	9	8	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 uncultured	 uncultured_bacterium
ZOTU587	4	6	8	0	11	13	2	4	1	1	1	0	36	12	45	1	2	2	0	0	0	0	0	0	0	0	0	17	14	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales_vadinBB60_group	 uncultured_bacterium	 uncultured_bacterium
ZOTU1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	1	0	1	0	0	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XI	 Anaerococcus	 
ZOTU506	4	5	1	0	6	4	1	1	2	4	3	3	3	4	14	0	3	2	0	0	0	0	2	0	0	0	0	6	2	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Acetanaerobacterium	 uncultured_rumen_bacterium
ZOTU1226	1	3	2	1	1	2	0	0	0	3	1	1	6	7	1	5	0	4	0	0	0	0	0	0	1	0	0	20	42	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1305	1	12	1	2	23	17	1	0	1	0	3	0	21	9	16	0	0	0	2	1	3	28	11	15	2	5	3	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU475	2	2	0	0	1	1	0	1	0	1	0	1	2	2	1	1	2	1	14	4	12	15	11	22	14	22	21	9	5	159	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1441	2	1	0	1	3	0	1	1	0	0	0	0	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	4	3	0	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Enorma	 
ZOTU328	1	6	2	3	16	13	2	4	5	1	4	6	30	12	31	1	2	3	1	0	1	4	1	0	0	0	0	52	51	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 Family_XIII_AD3011_group	 
ZOTU1500	3	2	1	0	2	0	1	2	1	0	1	2	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 
ZOTU712	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	1	2	0	0	3	1	1	2	0	0	27	94	48	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1017	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU427	3	13	4	0	5	4	2	3	3	1	4	1	21	15	18	2	2	3	1	0	0	0	0	1	3	0	1	20	16	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU809	1	1	2	0	3	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	1	1	0	0	0	0	5	4	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 	 
ZOTU1065	2	0	0	1	4	4	14	1	2	1	1	0	3	2	4	0	0	3	0	0	0	0	0	0	0	0	1	6	7	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1296	5	11	0	0	17	12	2	3	0	2	2	1	23	16	10	0	0	0	2	1	1	6	2	3	1	0	1	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU543	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	33	3	78	0	0	0	5	211	75	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
ZOTU1507	2	28	5	4	20	17	0	1	0	3	6	3	40	18	38	7	3	7	0	0	0	0	0	0	0	0	1	118	125	22	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU639	2	0	0	0	1	1	0	4	5	0	0	0	0	0	0	0	0	0	423	49	893	3	1	2	358	113	87	1	0	2	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 
ZOTU187	1	0	1	0	0	0	2	1	0	1	1	4	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 
ZOTU1311	2	3	19	9	4	1	0	0	0	1	9	5	2	6	4	6	3	11	2	0	0	0	0	0	0	0	0	2	1	1	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	 
ZOTU1245	2	3	0	2	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU564	1	4	6	2	6	8	2	1	3	2	3	2	19	3	9	1	3	0	0	0	0	0	0	0	0	0	0	25	88	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Eubacterium]_xylanophilum_group	 
ZOTU1035	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU705	1	4	0	1	7	3	0	5	1	1	0	0	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	67	57	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_1	 	 
ZOTU486	1	10	0	1	8	3	0	0	0	1	2	1	28	15	26	1	6	7	1	0	4	8	8	3	4	11	10	49	84	146	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Eubacterium]_xylanophilum_group	 uncultured_bacterium
ZOTU994	2	1	0	1	2	4	1	2	0	0	0	0	2	2	5	3	0	0	0	0	0	0	0	0	0	0	0	10	8	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Catabacter	 
ZOTU167	1	18	4	1	35	33	5	13	5	5	9	12	64	41	254	11	20	16	11	16	12	36	30	25	49	37	41	340	334	407	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 uncultured_bacterium
ZOTU670	2	10	6	2	15	9	1	1	2	2	3	0	28	11	17	2	2	2	0	0	0	0	0	0	0	0	0	14	11	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 
ZOTU711	2	8	5	2	18	13	2	5	2	1	2	3	17	11	14	4	5	4	0	0	0	0	0	0	0	0	0	21	14	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU460	1	6	5	2	25	15	2	7	7	1	4	2	9	11	16	4	6	2	2	0	1	4	0	0	4	9	0	27	17	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU747	1	1	0	0	4	6	0	1	2	0	0	2	6	5	4	5	1	1	0	1	0	5	0	1	0	0	0	3	12	9	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 uncultured_bacterium
